dataset,artist,track,chord_filepath,mp3_filepath,mp3_length,chord_length,diff_length
mcgill,"Nat ""King"" Cole",Those Lazy-Hazy-Crazy Days Of Summer,Data/McGill-Billboard/1132/full.lab,,146.0,145,1.0
mcgill,Smokey Robinson,Cruisin',Data/McGill-Billboard/1133/full.lab,,,270,
mcgill,The Miracles,Mighty Good Lovin',Data/McGill-Billboard/1134/full.lab,Data/mp3s/Mighty Good Lovin' - The Miracles.mp3,159.0,158,1.0
mcgill,Kris Kristofferson,Loving Her Was Easier (Than Anything I'll Ever Do Again),Data/McGill-Billboard/1135/full.lab,Data/mp3s/Loving Her Was Easier (Than Anything I'll Ever Do Again) - Kris Kristofferson.mp3,219.0,226,-7.0
mcgill,The Youngbloods,Get Together,Data/McGill-Billboard/1136/full.lab,,269.0,276,-7.0
mcgill,Mary MacGregor,Torn Between Two Lovers,Data/McGill-Billboard/1138/full.lab,Data/mp3s/Torn Between Two Lovers - Mary MacGregor.mp3,219.0,222,-3.0
mcgill,Waylon Jennings,Are You Sure Hank Done It This Way,Data/McGill-Billboard/1139/full.lab,Data/mp3s/Are You Sure Hank Done It This Way - Waylon Jennings.mp3,176.0,176,0.0
mcgill,Madonna,Oh Father,Data/McGill-Billboard/1140/full.lab,Data/mp3s/Oh Father - Madonna.mp3,292.0,298,-6.0
mcgill,Johnny Tillotson,Talk Back Trembling Lips,Data/McGill-Billboard/1141/full.lab,Data/mp3s/Talk Back Trembling Lips - Johnny Tillotson.mp3,163.0,158,5.0
mcgill,The Beatles,A Hard Day's Night,Data/McGill-Billboard/1142/full.lab,,153.0,153,0.0
mcgill,Eddie Rabbitt,I Love A Rainy Night,Data/McGill-Billboard/1143/full.lab,Data/mp3s/I Love A Rainy Night - Eddie Rabbitt.mp3,192.0,190,2.0
mcgill,Tevin Campbell,Tell Me What You Want Me To Do,Data/McGill-Billboard/1145/full.lab,Data/mp3s/Tell Me What You Want Me To Do - Tevin Campbell.mp3,256.0,257,-1.0
mcgill,Dion,"Abraham, Martin And John",Data/McGill-Billboard/1146/full.lab,"Data/mp3s/Abraham, Martin And John - Dion.mp3",201.0,199,2.0
mcgill,Sonny & Cher,A Cowboys Work Is Never Done,Data/McGill-Billboard/1147/full.lab,Data/mp3s/A Cowboys Work Is Never Done - Sonny & Cher.mp3,196.0,197,-1.0
mcgill,Duran Duran,I Don't Want Your Love,Data/McGill-Billboard/1148/full.lab,Data/mp3s/I Don't Want Your Love - Duran Duran.mp3,229.0,228,1.0
mcgill,Count Basie,Going To Chicago Blues,Data/McGill-Billboard/1149/full.lab,Data/mp3s/Going To Chicago Blues - Count Basie.mp3,261.0,254,7.0
mcgill,Stray Cats,Rock This Town,Data/McGill-Billboard/1150/full.lab,,,204,
mcgill,The Righteous Brothers,(You're My) Soul And Inspiration,Data/McGill-Billboard/1151/full.lab,,,188,
mcgill,Dion,Love Came To Me,Data/McGill-Billboard/1152/full.lab,,163.0,165,-2.0
mcgill,Simon & Garfunkel,The Sounds Of Silence,Data/McGill-Billboard/1153/full.lab,Data/mp3s/The Sounds Of Silence - Simon & Garfunkel.mp3,186.0,189,-3.0
mcgill,Buck Owens,Think Of Me,Data/McGill-Billboard/1154/full.lab,Data/mp3s/Think Of Me - Buck Owens.mp3,140.0,139,1.0
mcgill,Jackson Browne,Running On Empty,Data/McGill-Billboard/1155/full.lab,Data/mp3s/Running On Empty - Jackson Browne.mp3,298.0,299,-1.0
mcgill,Commodores,Easy,Data/McGill-Billboard/1157/full.lab,,261.0,264,-3.0
mcgill,Johnny Cash,I Got Stripes,Data/McGill-Billboard/1160/full.lab,Data/mp3s/I Got Stripes - Johnny Cash.mp3,123.0,125,-2.0
mcgill,Cliff Richard,Daddy's Home,Data/McGill-Billboard/1161/full.lab,Data/mp3s/Daddy's Home - Cliff Richard.mp3,175.0,180,-5.0
mcgill,Smokey Robinson,Cruisin',Data/McGill-Billboard/1162/full.lab,,,270,
mcgill,Paul McCartney,My Love,Data/McGill-Billboard/1163/full.lab,Data/mp3s/My Love - Paul McCartney.mp3,249.0,247,2.0
mcgill,Double Exposure,Ten Percent,Data/McGill-Billboard/1164/full.lab,,,196,
mcgill,LaVern Baker,I Cried A Tear,Data/McGill-Billboard/1166/full.lab,,154.0,156,-2.0
mcgill,Billy Idol,Rebel Yell,Data/McGill-Billboard/1167/full.lab,Data/mp3s/Rebel Yell - Billy Idol.mp3,287.0,290,-3.0
mcgill,Bobbie Gentry,Ode To Billie Joe,Data/McGill-Billboard/1168/full.lab,Data/mp3s/Ode To Billie Joe - Bobbie Gentry.mp3,258.0,256,2.0
mcgill,Jesus Jones,"Right Here, Right Now",Data/McGill-Billboard/1169/full.lab,"Data/mp3s/Right Here, Right Now - Jesus Jones.mp3",189.0,185,4.0
mcgill,Blue Cheer,Summertime Blues,Data/McGill-Billboard/1170/full.lab,Data/mp3s/Summertime Blues - Blue Cheer.mp3,228.0,226,2.0
mcgill,Bob Seger,Night Moves,Data/McGill-Billboard/1171/full.lab,Data/mp3s/Night Moves - Bob Seger.mp3,326.0,325,1.0
mcgill,Madonna,Live To Tell,Data/McGill-Billboard/1173/full.lab,Data/mp3s/Live To Tell - Madonna.mp3,356.0,352,4.0
mcgill,Little River Band,Happy Anniversary,Data/McGill-Billboard/1174/full.lab,Data/mp3s/Happy Anniversary - Little River Band.mp3,247.0,240,7.0
mcgill,Bob Seger,Against The Wind,Data/McGill-Billboard/1177/full.lab,Data/mp3s/Against The Wind - Bob Seger.mp3,328.0,333,-5.0
mcgill,The Jacksons,I Want You Back,Data/McGill-Billboard/1178/full.lab,Data/mp3s/I Want You Back - The Jacksons.mp3,174.0,179,-5.0
mcgill,"Emerson, Lake & Palmer",Lucky Man,Data/McGill-Billboard/1180/full.lab,"Data/mp3s/Lucky Man - Emerson, Lake & Palmer.mp3",276.0,280,-4.0
mcgill,Paul Revere & The Raiders,Kicks,Data/McGill-Billboard/1181/full.lab,Data/mp3s/Kicks - Paul Revere & The Raiders.mp3,156.0,149,7.0
mcgill,Sagittarius,My World Fell Down,Data/McGill-Billboard/1182/full.lab,Data/mp3s/My World Fell Down - Sagittarius.mp3,226.0,230,-4.0
mcgill,Tina Turner,Private Dancer,Data/McGill-Billboard/1183/full.lab,,435.0,433,2.0
mcgill,The Miracles,"Baby, Baby Don't Cry",Data/McGill-Billboard/1186/full.lab,,243.0,239,4.0
mcgill,Michael Jackson,Man In The Mirror,Data/McGill-Billboard/1188/full.lab,Data/mp3s/Man In The Mirror - Michael Jackson.mp3,320.0,320,0.0
mcgill,Dr. Hook,Only Sixteen,Data/McGill-Billboard/1190/full.lab,Data/mp3s/Only Sixteen - Dr. Hook.mp3,168.0,166,2.0
mcgill,Four Tops,Standing In The Shadows Of Love,Data/McGill-Billboard/1192/full.lab,Data/mp3s/Standing In The Shadows Of Love - Four Tops.mp3,156.0,158,-2.0
mcgill,The Beatles,She's A Woman,Data/McGill-Billboard/1193/full.lab,Data/mp3s/She's A Woman - The Beatles.mp3,183.0,174,9.0
mcgill,Tom T. Hall,The Year That Clayton Delaney Died,Data/McGill-Billboard/1194/full.lab,Data/mp3s/The Year That Clayton Delaney Died - Tom T. Hall.mp3,169.0,165,4.0
mcgill,Stray Cats,I Won't Stand In Your Way,Data/McGill-Billboard/1197/full.lab,Data/mp3s/I Won't Stand In Your Way - Stray Cats.mp3,235.0,235,0.0
mcgill,The Doobie Brothers,Echoes Of Love,Data/McGill-Billboard/1200/full.lab,Data/mp3s/Echoes Of Love - The Doobie Brothers.mp3,178.0,179,-1.0
mcgill,Commodores,Three Times A Lady,Data/McGill-Billboard/1201/full.lab,,,219,
mcgill,Blondie,Island Of Lost Souls,Data/McGill-Billboard/1203/full.lab,Data/mp3s/Island Of Lost Souls - Blondie.mp3,228.0,229,-1.0
mcgill,Pat Benatar,Heartbreaker,Data/McGill-Billboard/1204/full.lab,,209.0,207,2.0
mcgill,Bob Seger,Even Now,Data/McGill-Billboard/1208/full.lab,Data/mp3s/Even Now - Bob Seger.mp3,273.0,273,0.0
mcgill,Dion,Lovers Who Wander,Data/McGill-Billboard/1210/full.lab,Data/mp3s/Lovers Who Wander - Dion.mp3,144.0,152,-8.0
mcgill,Lesley Gore,You Don't Own Me,Data/McGill-Billboard/1211/full.lab,Data/mp3s/You Don't Own Me - Lesley Gore.mp3,150.0,151,-1.0
mcgill,Sonny & Cher,Baby Don't Go,Data/McGill-Billboard/1212/full.lab,Data/mp3s/Baby Don't Go - Sonny & Cher.mp3,191.0,188,3.0
mcgill,The Beatles,I Don't Want To Spoil The Party,Data/McGill-Billboard/1213/full.lab,,156.0,156,0.0
mcgill,Donna Summer,Last Dance,Data/McGill-Billboard/1217/full.lab,,201.0,199,2.0
mcgill,Charlie Rich,Behind Closed Doors,Data/McGill-Billboard/1218/full.lab,Data/mp3s/Behind Closed Doors - Charlie Rich.mp3,176.0,175,1.0
mcgill,Rare Earth,Get Ready,Data/McGill-Billboard/1220/full.lab,Data/mp3s/Get Ready - Rare Earth.mp3,166.0,169,-3.0
mcgill,Wilson Pickett,I'm In Love,Data/McGill-Billboard/1221/full.lab,Data/mp3s/I'm In Love - Wilson Pickett.mp3,150.0,152,-2.0
mcgill,Cliff Richard,Carrie,Data/McGill-Billboard/1222/full.lab,,224.0,225,-1.0
mcgill,Culture Club,I'll Tumble 4 Ya,Data/McGill-Billboard/1223/full.lab,Data/mp3s/I'll Tumble 4 Ya - Culture Club.mp3,158.0,156,2.0
mcgill,Buck Owens,I've Got A Tiger By The Tail,Data/McGill-Billboard/1225/full.lab,Data/mp3s/I've Got A Tiger By The Tail - Buck Owens.mp3,134.0,135,-1.0
mcgill,Duran Duran,All She Wants Is,Data/McGill-Billboard/1226/full.lab,,275.0,266,9.0
mcgill,Chicago,25 Or 6 To 4,Data/McGill-Billboard/1227/full.lab,,,290,
mcgill,Bay City Rollers,Saturday Night,Data/McGill-Billboard/1228/full.lab,Data/mp3s/Saturday Night - Bay City Rollers.mp3,176.0,178,-2.0
mcgill,"Roberta Flack,Donny Hathaway",You've Got A Friend,Data/McGill-Billboard/1229/full.lab,,204.0,206,-2.0
mcgill,Bonnie Pointer,Heaven Must Have Sent You,Data/McGill-Billboard/1232/full.lab,Data/mp3s/Heaven Must Have Sent You - Bonnie Pointer.mp3,213.0,215,-2.0
mcgill,Boston,Amanda,Data/McGill-Billboard/1234/full.lab,Data/mp3s/Amanda - Boston.mp3,257.0,255,2.0
mcgill,Elvis Presley,For Ol' Times Sake,Data/McGill-Billboard/1235/full.lab,,227.0,218,9.0
mcgill,Level 42,Something About You,Data/McGill-Billboard/1237/full.lab,,224.0,227,-3.0
mcgill,The Shirelles,Will You Love Me Tomorrow,Data/McGill-Billboard/1239/full.lab,Data/mp3s/Will You Love Me Tomorrow - The Shirelles.mp3,162.0,163,-1.0
mcgill,Chicago,Alive Again,Data/McGill-Billboard/1240/full.lab,Data/mp3s/Alive Again - Chicago.mp3,248.0,245,3.0
mcgill,Donna Summer,Last Dance,Data/McGill-Billboard/1242/full.lab,,201.0,199,2.0
mcgill,The Beatles,Help!,Data/McGill-Billboard/1244/full.lab,,140.0,139,1.0
mcgill,Marie Osmond,Paper Roses,Data/McGill-Billboard/1245/full.lab,Data/mp3s/Paper Roses - Marie Osmond.mp3,158.0,161,-3.0
mcgill,Greg Kihn Band,Happy Man,Data/McGill-Billboard/1246/full.lab,Data/mp3s/Happy Man - Greg Kihn Band.mp3,167.0,175,-8.0
mcgill,Willie Mitchell,20-75,Data/McGill-Billboard/1247/full.lab,Data/mp3s/20-75 - Willie Mitchell.mp3,131.0,137,-6.0
mcgill,The Everly Brothers,That's Old Fashioned (That's The Way Love Should Be),Data/McGill-Billboard/1248/full.lab,Data/mp3s/That's Old Fashioned (That's The Way Love Should Be) - The Everly Brothers.mp3,143.0,142,1.0
mcgill,Steve Miller Band,Rock'n Me,Data/McGill-Billboard/1249/full.lab,Data/mp3s/Rock'n Me - Steve Miller Band.mp3,185.0,188,-3.0
mcgill,Gladys Knight & The Pips,Baby Don't Change Your Mind,Data/McGill-Billboard/1250/full.lab,,194.0,195,-1.0
mcgill,Brenda Lee,All Alone Am I,Data/McGill-Billboard/1253/full.lab,Data/mp3s/All Alone Am I - Brenda Lee.mp3,167.0,166,1.0
mcgill,Genesis,Abacab,Data/McGill-Billboard/1256/full.lab,,,526,
mcgill,Minnie Riperton,Lovin' You,Data/McGill-Billboard/1257/full.lab,Data/mp3s/Lovin' You - Minnie Riperton.mp3,200.0,203,-3.0
mcgill,Kenny Rogers,Lady,Data/McGill-Billboard/1258/full.lab,Data/mp3s/Lady - Kenny Rogers.mp3,234.0,235,-1.0
mcgill,Jesus Jones,"Right Here, Right Now",Data/McGill-Billboard/1260/full.lab,,189.0,185,4.0
mcgill,Simon & Garfunkel,El Condor Pasa,Data/McGill-Billboard/1261/full.lab,Data/mp3s/El Condor Pasa - Simon & Garfunkel.mp3,188.0,188,0.0
mcgill,Jimmy Reed,Baby What You Want Me To Do,Data/McGill-Billboard/1263/full.lab,,169.0,170,-1.0
mcgill,Bobby Darin,If I Were A Carpenter,Data/McGill-Billboard/1265/full.lab,,,181,
mcgill,The Rolling Stones,Honky Tonk Women,Data/McGill-Billboard/1266/full.lab,,184.0,182,2.0
mcgill,Rick Derringer,"Rock And Roll, Hoochie Koo",Data/McGill-Billboard/1267/full.lab,,,505,
mcgill,Edgar Winter,Frankenstein,Data/McGill-Billboard/1268/full.lab,,,208,
mcgill,Elton John,Who Wears These Shoes?,Data/McGill-Billboard/1269/full.lab,Data/mp3s/Who Wears These Shoes? - Elton John.mp3,244.0,242,2.0
mcgill,Kaoma,Lambada,Data/McGill-Billboard/1270/full.lab,Data/mp3s/Lambada - Kaoma.mp3,208.0,204,4.0
mcgill,Bette Midler,The Rose,Data/McGill-Billboard/1271/full.lab,,212.0,220,-8.0
mcgill,Jan & Dean,Sidewalk Surfin',Data/McGill-Billboard/1272/full.lab,Data/mp3s/Sidewalk Surfin' - Jan & Dean.mp3,157.0,162,-5.0
mcgill,Cliff Richard,We Don't Talk Anymore,Data/McGill-Billboard/1273/full.lab,Data/mp3s/We Don't Talk Anymore - Cliff Richard.mp3,256.0,253,3.0
mcgill,Cyndi Lauper,She Bop,Data/McGill-Billboard/1274/full.lab,,230.0,228,2.0
mcgill,Milli Vanilli,Baby Don't Forget My Number,Data/McGill-Billboard/1276/full.lab,,,388,
mcgill,Bob Seger,American Storm,Data/McGill-Billboard/1277/full.lab,Data/mp3s/American Storm - Bob Seger.mp3,258.0,258,0.0
mcgill,Shannon,Let The Music Play,Data/McGill-Billboard/1279/full.lab,Data/mp3s/Let The Music Play - Shannon.mp3,220.0,222,-2.0
mcgill,Cornelius Brothers & Sister Rose,Treat Her Like A Lady,Data/McGill-Billboard/1280/full.lab,,164.0,166,-2.0
mcgill,Van Halen,When It's Love,Data/McGill-Billboard/1281/full.lab,,,322,
mcgill,George Harrison,Crackerbox Palace,Data/McGill-Billboard/1282/full.lab,Data/mp3s/Crackerbox Palace - George Harrison.mp3,235.0,238,-3.0
mcgill,Four Tops,Standing In The Shadows Of Love,Data/McGill-Billboard/1283/full.lab,,158.0,158,0.0
mcgill,Diana Ross,Upside Down,Data/McGill-Billboard/1285/full.lab,,,222,
mcgill,A Taste Of Honey,Sukiyaki,Data/McGill-Billboard/1286/full.lab,Data/mp3s/Sukiyaki - A Taste Of Honey.mp3,219.0,223,-4.0
mcgill,Johnny Horton,Johnny Reb,Data/McGill-Billboard/1287/full.lab,Data/mp3s/Johnny Reb - Johnny Horton.mp3,141.0,141,0.0
mcgill,The La's,There She Goes,Data/McGill-Billboard/1289/full.lab,Data/mp3s/There She Goes - The La's.mp3,163.0,162,1.0
mcgill,The Turtles,Happy Together,Data/McGill-Billboard/1290/full.lab,Data/mp3s/Happy Together - The Turtles.mp3,168.0,174,-6.0
mcgill,The Chiffons,He's So Fine,Data/McGill-Billboard/1292/full.lab,Data/mp3s/He's So Fine - The Chiffons.mp3,112.0,115,-3.0
mcgill,Billy Idol,White Wedding,Data/McGill-Billboard/1296/full.lab,,250.0,253,-3.0
mcgill,The Everly Brothers,Ebony Eyes,Data/McGill-Billboard/1297/full.lab,,189.0,186,3.0
mcgill,Pet Shop Boys,Where The Streets Have No Name,Data/McGill-Billboard/1300/full.lab,,273.0,272,1.0
